seed,acc,prec,recall
3838.0,0.793,0.735,0.725
3839.0,0.799,0.739,0.739
3840.0,0.799,0.732,0.754
3841.0,0.793,0.735,0.725
3842.0,0.799,0.726,0.768
3843.0,0.793,0.722,0.754
3844.0,0.804,0.75,0.739
3845.0,0.793,0.735,0.725
3846.0,0.799,0.754,0.71
3847.0,0.799,0.726,0.768
3848.0,0.793,0.722,0.754
3849.0,0.793,0.735,0.725
3850.0,0.804,0.774,0.696
3851.0,0.804,0.736,0.768
3852.0,0.804,0.75,0.739
3853.0,0.793,0.735,0.725
3854.0,0.804,0.736,0.768
3855.0,0.799,0.732,0.754
3856.0,0.788,0.725,0.725
3857.0,0.799,0.732,0.754
3858.0,0.799,0.732,0.754
3859.0,0.799,0.754,0.71
3860.0,0.81,0.761,0.739
3861.0,0.793,0.722,0.754
3862.0,0.81,0.761,0.739
3863.0,0.799,0.746,0.725
3864.0,0.793,0.75,0.696
3865.0,0.782,0.708,0.739
3866.0,0.799,0.739,0.739
3867.0,0.793,0.722,0.754
3868.0,0.793,0.742,0.71
3869.0,0.799,0.739,0.739
3870.0,0.788,0.725,0.725
3871.0,0.793,0.735,0.725
3872.0,0.793,0.729,0.739
3873.0,0.782,0.721,0.71
3874.0,0.793,0.75,0.696
3875.0,0.799,0.746,0.725
3876.0,0.782,0.727,0.696
3877.0,0.799,0.746,0.725
3878.0,0.804,0.766,0.71
3879.0,0.788,0.731,0.71
3880.0,0.799,0.739,0.739
3881.0,0.799,0.732,0.754
3882.0,0.788,0.738,0.696
3883.0,0.793,0.735,0.725
3884.0,0.799,0.732,0.754
3885.0,0.788,0.738,0.696
3886.0,0.793,0.735,0.725
3887.0,0.782,0.714,0.725
3888.0,0.799,0.726,0.768
3889.0,0.782,0.727,0.696
3890.0,0.799,0.732,0.754
3891.0,0.799,0.739,0.739
3892.0,0.788,0.725,0.725
3893.0,0.799,0.746,0.725
3894.0,0.804,0.75,0.739
3895.0,0.782,0.734,0.681
3896.0,0.793,0.722,0.754
3897.0,0.788,0.738,0.696
3898.0,0.81,0.746,0.768
3899.0,0.81,0.761,0.739
3900.0,0.799,0.746,0.725
3901.0,0.799,0.732,0.754
3902.0,0.799,0.739,0.739
3903.0,0.788,0.738,0.696
3904.0,0.81,0.746,0.768
3905.0,0.782,0.742,0.667
3906.0,0.804,0.75,0.739
3907.0,0.799,0.732,0.754
3908.0,0.804,0.736,0.768
3909.0,0.804,0.743,0.754
3910.0,0.793,0.735,0.725
3911.0,0.793,0.735,0.725
3912.0,0.799,0.732,0.754
3913.0,0.799,0.732,0.754
3914.0,0.793,0.722,0.754
3915.0,0.793,0.75,0.696
3916.0,0.804,0.736,0.768
3917.0,0.804,0.736,0.768
3918.0,0.804,0.766,0.71
3919.0,0.799,0.726,0.768
3920.0,0.793,0.742,0.71
3921.0,0.788,0.712,0.754
3922.0,0.799,0.732,0.754
3923.0,0.793,0.735,0.725
3924.0,0.81,0.769,0.725
3925.0,0.788,0.738,0.696
3926.0,0.799,0.746,0.725
3927.0,0.804,0.758,0.725
3928.0,0.793,0.735,0.725
3929.0,0.793,0.735,0.725
3930.0,0.788,0.731,0.71
3931.0,0.799,0.746,0.725
3932.0,0.793,0.742,0.71
3933.0,0.793,0.735,0.725
3934.0,0.804,0.736,0.768
3935.0,0.799,0.746,0.725
3936.0,0.799,0.746,0.725
3937.0,0.793,0.75,0.696
3938.0,0.793,0.735,0.725
3939.0,0.793,0.735,0.725
3940.0,0.799,0.732,0.754
3941.0,0.799,0.732,0.754
3942.0,0.788,0.746,0.681
3943.0,0.799,0.746,0.725
3944.0,0.793,0.735,0.725
3945.0,0.799,0.739,0.739
3946.0,0.81,0.746,0.768
3947.0,0.799,0.746,0.725
3948.0,0.793,0.742,0.71
3949.0,0.804,0.736,0.768
3950.0,0.799,0.726,0.768
3951.0,0.81,0.761,0.739
3952.0,0.804,0.736,0.768
3953.0,0.804,0.743,0.754
3954.0,0.788,0.731,0.71
3955.0,0.788,0.725,0.725
3956.0,0.799,0.754,0.71
3957.0,0.788,0.731,0.71
3958.0,0.81,0.761,0.739
3959.0,0.793,0.729,0.739
3960.0,0.782,0.734,0.681
3961.0,0.793,0.722,0.754
3962.0,0.81,0.754,0.754
3963.0,0.793,0.75,0.696
3964.0,0.793,0.75,0.696
3965.0,0.799,0.746,0.725
3966.0,0.804,0.758,0.725
3967.0,0.793,0.729,0.739
3968.0,0.793,0.722,0.754
3969.0,0.788,0.731,0.71
3970.0,0.793,0.735,0.725
3971.0,0.793,0.729,0.739
3972.0,0.804,0.75,0.739
3973.0,0.81,0.754,0.754
3974.0,0.804,0.743,0.754
3975.0,0.793,0.722,0.754
3976.0,0.793,0.735,0.725
3977.0,0.793,0.742,0.71
3978.0,0.81,0.746,0.768
3979.0,0.788,0.738,0.696
3980.0,0.81,0.761,0.739
3981.0,0.799,0.732,0.754
3982.0,0.793,0.735,0.725
3983.0,0.793,0.735,0.725
3984.0,0.788,0.725,0.725
3985.0,0.799,0.739,0.739
3986.0,0.804,0.75,0.739
3987.0,0.793,0.75,0.696
3988.0,0.788,0.738,0.696
3989.0,0.782,0.714,0.725
3990.0,0.788,0.725,0.725
3991.0,0.793,0.722,0.754
3992.0,0.804,0.736,0.768
3993.0,0.799,0.746,0.725
3994.0,0.799,0.739,0.739
3995.0,0.799,0.762,0.696
3996.0,0.799,0.746,0.725
3997.0,0.804,0.743,0.754
3998.0,0.782,0.714,0.725
3999.0,0.799,0.746,0.725
4000.0,0.799,0.732,0.754
4001.0,0.793,0.722,0.754
4002.0,0.799,0.746,0.725
4003.0,0.788,0.731,0.71
4004.0,0.793,0.75,0.696
4005.0,0.793,0.722,0.754
4006.0,0.81,0.769,0.725
4007.0,0.816,0.773,0.739
4008.0,0.799,0.746,0.725
4009.0,0.788,0.731,0.71
4010.0,0.793,0.722,0.754
4011.0,0.804,0.743,0.754
4012.0,0.788,0.738,0.696
4013.0,0.793,0.742,0.71
4014.0,0.793,0.75,0.696
4015.0,0.782,0.708,0.739
4016.0,0.793,0.735,0.725
4017.0,0.799,0.746,0.725
4018.0,0.788,0.725,0.725
4019.0,0.793,0.735,0.725
4020.0,0.782,0.727,0.696
4021.0,0.799,0.746,0.725
4022.0,0.804,0.743,0.754
4023.0,0.799,0.754,0.71
4024.0,0.788,0.738,0.696
4025.0,0.81,0.761,0.739
4026.0,0.799,0.732,0.754
4027.0,0.799,0.739,0.739
4028.0,0.804,0.743,0.754
4029.0,0.799,0.746,0.725
4030.0,0.799,0.732,0.754
4031.0,0.804,0.758,0.725
4032.0,0.793,0.735,0.725
4033.0,0.804,0.736,0.768
4034.0,0.81,0.761,0.739
4035.0,0.788,0.718,0.739
4036.0,0.788,0.746,0.681
4037.0,0.804,0.758,0.725
4038.0,0.804,0.736,0.768
4039.0,0.799,0.739,0.739
4040.0,0.799,0.732,0.754
4041.0,0.816,0.773,0.739
4042.0,0.777,0.723,0.681
4043.0,0.799,0.732,0.754
4044.0,0.793,0.735,0.725
4045.0,0.793,0.722,0.754
4046.0,0.788,0.738,0.696
4047.0,0.81,0.761,0.739
4048.0,0.793,0.75,0.696
4049.0,0.804,0.75,0.739
4050.0,0.793,0.735,0.725
4051.0,0.799,0.732,0.754
4052.0,0.799,0.739,0.739
4053.0,0.804,0.743,0.754
4054.0,0.804,0.743,0.754
4055.0,0.788,0.738,0.696
4056.0,0.793,0.722,0.754
4057.0,0.782,0.727,0.696
4058.0,0.782,0.727,0.696
4059.0,0.81,0.769,0.725
4060.0,0.793,0.729,0.739
4061.0,0.788,0.738,0.696
4062.0,0.81,0.761,0.739
4063.0,0.81,0.761,0.739
4064.0,0.81,0.746,0.768
4065.0,0.799,0.746,0.725
4066.0,0.799,0.732,0.754
4067.0,0.799,0.739,0.739
4068.0,0.799,0.739,0.739
4069.0,0.799,0.746,0.725
4070.0,0.799,0.732,0.754
4071.0,0.81,0.761,0.739
4072.0,0.799,0.732,0.754
4073.0,0.81,0.769,0.725
4074.0,0.788,0.746,0.681
4075.0,0.793,0.735,0.725
4076.0,0.804,0.766,0.71
4077.0,0.799,0.746,0.725
4078.0,0.804,0.743,0.754
4079.0,0.793,0.75,0.696
4080.0,0.793,0.735,0.725
4081.0,0.793,0.735,0.725
4082.0,0.799,0.732,0.754
4083.0,0.804,0.75,0.739
4084.0,0.81,0.754,0.754
4085.0,0.788,0.754,0.667
4086.0,0.793,0.735,0.725
4087.0,0.793,0.722,0.754
4088.0,0.81,0.761,0.739
4089.0,0.788,0.725,0.725
4090.0,0.81,0.746,0.768
4091.0,0.799,0.746,0.725
4092.0,0.816,0.773,0.739
4093.0,0.816,0.765,0.754
4094.0,0.81,0.761,0.739
4095.0,0.799,0.732,0.754
4096.0,0.799,0.746,0.725
4097.0,0.804,0.743,0.754
4098.0,0.799,0.746,0.725
4099.0,0.788,0.725,0.725
4100.0,0.799,0.746,0.725
4101.0,0.788,0.725,0.725
4102.0,0.799,0.732,0.754
4103.0,0.816,0.765,0.754
4104.0,0.788,0.731,0.71
4105.0,0.804,0.743,0.754
4106.0,0.793,0.729,0.739
4107.0,0.799,0.739,0.739
4108.0,0.777,0.716,0.696
4109.0,0.793,0.735,0.725
4110.0,0.799,0.746,0.725
4111.0,0.804,0.75,0.739
4112.0,0.81,0.761,0.739
4113.0,0.804,0.758,0.725
4114.0,0.799,0.746,0.725
4115.0,0.799,0.732,0.754
4116.0,0.793,0.735,0.725
4117.0,0.804,0.736,0.768
4118.0,0.799,0.762,0.696
4119.0,0.799,0.739,0.739
4120.0,0.788,0.718,0.739
4121.0,0.81,0.746,0.768
4122.0,0.804,0.736,0.768
4123.0,0.793,0.716,0.768
4124.0,0.81,0.769,0.725
4125.0,0.793,0.742,0.71
4126.0,0.793,0.75,0.696
4127.0,0.804,0.743,0.754
4128.0,0.782,0.727,0.696
4129.0,0.799,0.739,0.739
4130.0,0.788,0.718,0.739
4131.0,0.788,0.731,0.71
4132.0,0.793,0.742,0.71
4133.0,0.81,0.761,0.739
4134.0,0.793,0.742,0.71
4135.0,0.816,0.773,0.739
4136.0,0.799,0.746,0.725
4137.0,0.793,0.75,0.696
4138.0,0.793,0.735,0.725
4139.0,0.782,0.734,0.681
4140.0,0.788,0.725,0.725
4141.0,0.799,0.732,0.754
4142.0,0.799,0.732,0.754
4143.0,0.799,0.754,0.71
4144.0,0.81,0.769,0.725
4145.0,0.788,0.746,0.681
4146.0,0.793,0.735,0.725
4147.0,0.804,0.743,0.754
4148.0,0.799,0.762,0.696
4149.0,0.799,0.739,0.739
4150.0,0.816,0.773,0.739
4151.0,0.793,0.729,0.739
4152.0,0.799,0.732,0.754
4153.0,0.782,0.714,0.725
4154.0,0.799,0.726,0.768
4155.0,0.793,0.75,0.696
4156.0,0.788,0.731,0.71
4157.0,0.799,0.732,0.754
4158.0,0.804,0.75,0.739
4159.0,0.793,0.75,0.696
4160.0,0.799,0.726,0.768
4161.0,0.799,0.739,0.739
4162.0,0.793,0.735,0.725
4163.0,0.804,0.758,0.725
4164.0,0.793,0.735,0.725
4165.0,0.793,0.735,0.725
4166.0,0.804,0.736,0.768
4167.0,0.804,0.736,0.768
4168.0,0.81,0.74,0.783
4169.0,0.799,0.732,0.754
4170.0,0.793,0.729,0.739
4171.0,0.799,0.746,0.725
4172.0,0.788,0.738,0.696
4173.0,0.804,0.766,0.71
4174.0,0.788,0.725,0.725
4175.0,0.788,0.725,0.725
4176.0,0.793,0.742,0.71
4177.0,0.804,0.743,0.754
4178.0,0.81,0.754,0.754
4179.0,0.782,0.703,0.754
4180.0,0.793,0.722,0.754
4181.0,0.804,0.758,0.725
4182.0,0.81,0.769,0.725
4183.0,0.799,0.732,0.754
4184.0,0.777,0.723,0.681
4185.0,0.788,0.725,0.725
4186.0,0.793,0.729,0.739
4187.0,0.804,0.743,0.754
4188.0,0.788,0.738,0.696
4189.0,0.799,0.726,0.768
4190.0,0.804,0.736,0.768
4191.0,0.793,0.729,0.739
4192.0,0.799,0.732,0.754
4193.0,0.799,0.732,0.754
4194.0,0.799,0.732,0.754
4195.0,0.793,0.742,0.71
4196.0,0.793,0.75,0.696
4197.0,0.799,0.739,0.739
4198.0,0.799,0.732,0.754
4199.0,0.799,0.732,0.754
4200.0,0.804,0.743,0.754
4201.0,0.799,0.739,0.739
4202.0,0.799,0.732,0.754
4203.0,0.793,0.75,0.696
4204.0,0.793,0.722,0.754
4205.0,0.793,0.722,0.754
4206.0,0.799,0.746,0.725
4207.0,0.804,0.758,0.725
4208.0,0.799,0.732,0.754
4209.0,0.793,0.735,0.725
4210.0,0.788,0.725,0.725
4211.0,0.81,0.761,0.739
4212.0,0.804,0.758,0.725
4213.0,0.799,0.739,0.739
4214.0,0.816,0.757,0.768
4215.0,0.804,0.75,0.739
4216.0,0.793,0.722,0.754
4217.0,0.799,0.739,0.739
4218.0,0.799,0.732,0.754
4219.0,0.782,0.727,0.696
4220.0,0.799,0.732,0.754
4221.0,0.804,0.758,0.725
4222.0,0.793,0.735,0.725
4223.0,0.804,0.736,0.768
4224.0,0.799,0.726,0.768
4225.0,0.799,0.754,0.71
4226.0,0.799,0.746,0.725
4227.0,0.793,0.735,0.725
4228.0,0.788,0.725,0.725
4229.0,0.793,0.75,0.696
4230.0,0.804,0.758,0.725
4231.0,0.804,0.758,0.725
4232.0,0.804,0.758,0.725
4233.0,0.793,0.735,0.725
4234.0,0.804,0.743,0.754
4235.0,0.793,0.75,0.696
4236.0,0.788,0.725,0.725
4237.0,0.799,0.746,0.725
4238.0,0.81,0.761,0.739
4239.0,0.804,0.75,0.739
4240.0,0.804,0.75,0.739
4241.0,0.793,0.735,0.725
4242.0,0.804,0.75,0.739
4243.0,0.793,0.742,0.71
4244.0,0.799,0.746,0.725
4245.0,0.793,0.735,0.725
4246.0,0.804,0.75,0.739
4247.0,0.804,0.743,0.754
4248.0,0.788,0.738,0.696
4249.0,0.799,0.746,0.725
4250.0,0.804,0.75,0.739
4251.0,0.788,0.754,0.667
4252.0,0.793,0.729,0.739
4253.0,0.793,0.735,0.725
4254.0,0.777,0.73,0.667
4255.0,0.793,0.729,0.739
4256.0,0.804,0.736,0.768
4257.0,0.799,0.746,0.725
4258.0,0.793,0.729,0.739
4259.0,0.799,0.746,0.725
4260.0,0.816,0.765,0.754
4261.0,0.804,0.758,0.725
4262.0,0.788,0.725,0.725
4263.0,0.788,0.746,0.681
4264.0,0.788,0.725,0.725
4265.0,0.793,0.735,0.725
4266.0,0.793,0.735,0.725
4267.0,0.799,0.746,0.725
4268.0,0.782,0.721,0.71
4269.0,0.793,0.722,0.754
4270.0,0.81,0.746,0.768
4271.0,0.799,0.739,0.739
4272.0,0.804,0.766,0.71
4273.0,0.788,0.725,0.725
4274.0,0.788,0.731,0.71
4275.0,0.804,0.743,0.754
4276.0,0.782,0.727,0.696
4277.0,0.799,0.739,0.739
4278.0,0.804,0.743,0.754
4279.0,0.793,0.742,0.71
4280.0,0.804,0.736,0.768
4281.0,0.804,0.75,0.739
4282.0,0.793,0.722,0.754
4283.0,0.799,0.746,0.725
4284.0,0.804,0.758,0.725
4285.0,0.788,0.712,0.754
4286.0,0.799,0.746,0.725
4287.0,0.793,0.729,0.739
4288.0,0.793,0.722,0.754
4289.0,0.788,0.738,0.696
4290.0,0.793,0.729,0.739
4291.0,0.799,0.746,0.725
4292.0,0.799,0.732,0.754
4293.0,0.804,0.743,0.754
4294.0,0.788,0.746,0.681
4295.0,0.799,0.746,0.725
4296.0,0.788,0.725,0.725
4297.0,0.793,0.735,0.725
4298.0,0.799,0.726,0.768
4299.0,0.793,0.735,0.725
4300.0,0.793,0.722,0.754
4301.0,0.804,0.758,0.725
4302.0,0.793,0.735,0.725
4303.0,0.799,0.732,0.754
4304.0,0.804,0.758,0.725
4305.0,0.782,0.727,0.696
4306.0,0.81,0.746,0.768
4307.0,0.804,0.743,0.754
4308.0,0.804,0.743,0.754
4309.0,0.799,0.746,0.725
4310.0,0.799,0.746,0.725
4311.0,0.804,0.758,0.725
4312.0,0.804,0.743,0.754
4313.0,0.793,0.735,0.725
4314.0,0.799,0.746,0.725
4315.0,0.788,0.738,0.696
4316.0,0.788,0.725,0.725
4317.0,0.799,0.726,0.768
4318.0,0.799,0.746,0.725
4319.0,0.81,0.769,0.725
4320.0,0.799,0.732,0.754
4321.0,0.804,0.758,0.725
4322.0,0.799,0.732,0.754
4323.0,0.799,0.739,0.739
4324.0,0.804,0.743,0.754
4325.0,0.799,0.732,0.754
4326.0,0.793,0.722,0.754
4327.0,0.799,0.746,0.725
4328.0,0.788,0.731,0.71
4329.0,0.81,0.746,0.768
4330.0,0.799,0.746,0.725
4331.0,0.788,0.746,0.681
4332.0,0.799,0.739,0.739
4333.0,0.81,0.746,0.768
4334.0,0.793,0.722,0.754
4335.0,0.804,0.766,0.71
4336.0,0.793,0.75,0.696
4337.0,0.804,0.736,0.768
4338.0,0.81,0.769,0.725
4339.0,0.788,0.725,0.725
4340.0,0.804,0.743,0.754
4341.0,0.799,0.746,0.725
4342.0,0.782,0.714,0.725
4343.0,0.799,0.746,0.725
4344.0,0.804,0.736,0.768
4345.0,0.804,0.743,0.754
4346.0,0.804,0.736,0.768
4347.0,0.793,0.735,0.725
4348.0,0.81,0.769,0.725
4349.0,0.788,0.738,0.696
4350.0,0.799,0.746,0.725
4351.0,0.793,0.735,0.725
4352.0,0.793,0.729,0.739
4353.0,0.793,0.742,0.71
4354.0,0.799,0.746,0.725
4355.0,0.799,0.739,0.739
4356.0,0.81,0.746,0.768
4357.0,0.804,0.758,0.725
4358.0,0.793,0.735,0.725
4359.0,0.799,0.746,0.725
4360.0,0.793,0.742,0.71
4361.0,0.799,0.732,0.754
4362.0,0.799,0.739,0.739
4363.0,0.804,0.743,0.754
4364.0,0.793,0.735,0.725
4365.0,0.793,0.742,0.71
4366.0,0.804,0.75,0.739
4367.0,0.799,0.746,0.725
4368.0,0.81,0.746,0.768
4369.0,0.799,0.746,0.725
4370.0,0.782,0.727,0.696
4371.0,0.793,0.722,0.754
4372.0,0.804,0.75,0.739
4373.0,0.799,0.739,0.739
4374.0,0.804,0.75,0.739
4375.0,0.799,0.726,0.768
4376.0,0.788,0.725,0.725
4377.0,0.799,0.746,0.725
4378.0,0.788,0.718,0.739
4379.0,0.799,0.732,0.754
4380.0,0.81,0.769,0.725
4381.0,0.799,0.739,0.739
4382.0,0.799,0.732,0.754
4383.0,0.799,0.732,0.754
4384.0,0.804,0.736,0.768
4385.0,0.799,0.726,0.768
4386.0,0.804,0.75,0.739
4387.0,0.804,0.75,0.739
4388.0,0.799,0.726,0.768
4389.0,0.816,0.765,0.754
4390.0,0.793,0.735,0.725
4391.0,0.799,0.739,0.739
4392.0,0.799,0.746,0.725
4393.0,0.793,0.75,0.696
4394.0,0.804,0.743,0.754
4395.0,0.804,0.774,0.696
4396.0,0.81,0.754,0.754
4397.0,0.804,0.743,0.754
4398.0,0.799,0.732,0.754
4399.0,0.799,0.732,0.754
4400.0,0.81,0.761,0.739
4401.0,0.81,0.761,0.739
4402.0,0.782,0.734,0.681
4403.0,0.799,0.739,0.739
4404.0,0.793,0.735,0.725
4405.0,0.793,0.729,0.739
4406.0,0.788,0.738,0.696
4407.0,0.793,0.716,0.768
4408.0,0.793,0.735,0.725
4409.0,0.793,0.735,0.725
4410.0,0.804,0.736,0.768
4411.0,0.793,0.742,0.71
4412.0,0.793,0.735,0.725
4413.0,0.793,0.735,0.725
4414.0,0.799,0.726,0.768
4415.0,0.793,0.722,0.754
4416.0,0.793,0.735,0.725
4417.0,0.799,0.739,0.739
4418.0,0.81,0.746,0.768
4419.0,0.799,0.754,0.71
4420.0,0.804,0.758,0.725
4421.0,0.793,0.722,0.754
4422.0,0.793,0.735,0.725
4423.0,0.804,0.743,0.754
4424.0,0.782,0.742,0.667
4425.0,0.782,0.714,0.725
4426.0,0.793,0.729,0.739
4427.0,0.799,0.746,0.725
4428.0,0.793,0.735,0.725
4429.0,0.799,0.726,0.768
4430.0,0.799,0.732,0.754
4431.0,0.804,0.75,0.739
4432.0,0.788,0.725,0.725
4433.0,0.793,0.735,0.725
4434.0,0.799,0.746,0.725
4435.0,0.799,0.732,0.754
4436.0,0.793,0.742,0.71
4437.0,0.782,0.727,0.696
4438.0,0.788,0.725,0.725
4439.0,0.793,0.729,0.739
4440.0,0.81,0.754,0.754
4441.0,0.81,0.746,0.768
4442.0,0.799,0.739,0.739
4443.0,0.777,0.716,0.696
4444.0,0.793,0.735,0.725
4445.0,0.804,0.743,0.754
4446.0,0.793,0.742,0.71
4447.0,0.788,0.731,0.71
4448.0,0.804,0.743,0.754
4449.0,0.799,0.746,0.725
4450.0,0.804,0.736,0.768
4451.0,0.793,0.75,0.696
4452.0,0.799,0.732,0.754
4453.0,0.799,0.739,0.739
4454.0,0.793,0.735,0.725
4455.0,0.799,0.739,0.739
4456.0,0.81,0.746,0.768
4457.0,0.799,0.762,0.696
4458.0,0.804,0.758,0.725
4459.0,0.799,0.754,0.71
4460.0,0.799,0.746,0.725
4461.0,0.799,0.746,0.725
4462.0,0.799,0.739,0.739
4463.0,0.804,0.758,0.725
4464.0,0.804,0.743,0.754
4465.0,0.804,0.75,0.739
4466.0,0.782,0.734,0.681
4467.0,0.793,0.729,0.739
4468.0,0.793,0.75,0.696
4469.0,0.788,0.725,0.725
4470.0,0.788,0.746,0.681
4471.0,0.793,0.729,0.739
4472.0,0.793,0.722,0.754
4473.0,0.799,0.746,0.725
4474.0,0.804,0.758,0.725
4475.0,0.788,0.718,0.739
4476.0,0.788,0.718,0.739
4477.0,0.804,0.743,0.754
4478.0,0.799,0.726,0.768
4479.0,0.804,0.75,0.739
4480.0,0.793,0.735,0.725
4481.0,0.799,0.732,0.754
4482.0,0.799,0.726,0.768
4483.0,0.793,0.75,0.696
4484.0,0.799,0.732,0.754
4485.0,0.81,0.74,0.783
4486.0,0.799,0.746,0.725
4487.0,0.799,0.726,0.768
4488.0,0.782,0.742,0.667
4489.0,0.799,0.732,0.754
4490.0,0.804,0.743,0.754
4491.0,0.788,0.738,0.696
4492.0,0.81,0.746,0.768
4493.0,0.793,0.729,0.739
4494.0,0.788,0.712,0.754
4495.0,0.788,0.725,0.725
4496.0,0.788,0.725,0.725
4497.0,0.799,0.732,0.754
4498.0,0.804,0.75,0.739
4499.0,0.81,0.754,0.754
4500.0,0.793,0.742,0.71
4501.0,0.804,0.736,0.768
4502.0,0.799,0.754,0.71
4503.0,0.816,0.765,0.754
4504.0,0.804,0.743,0.754
4505.0,0.81,0.746,0.768
4506.0,0.793,0.729,0.739
4507.0,0.793,0.729,0.739
4508.0,0.782,0.721,0.71
4509.0,0.793,0.75,0.696
4510.0,0.804,0.758,0.725
4511.0,0.799,0.739,0.739
4512.0,0.799,0.732,0.754
4513.0,0.788,0.738,0.696
4514.0,0.799,0.732,0.754
4515.0,0.799,0.746,0.725
4516.0,0.799,0.754,0.71
4517.0,0.804,0.736,0.768
4518.0,0.793,0.722,0.754
4519.0,0.804,0.758,0.725
4520.0,0.788,0.725,0.725
4521.0,0.799,0.746,0.725
4522.0,0.788,0.725,0.725
4523.0,0.793,0.735,0.725
4524.0,0.799,0.746,0.725
4525.0,0.799,0.732,0.754
4526.0,0.81,0.761,0.739
4527.0,0.788,0.738,0.696
4528.0,0.782,0.727,0.696
4529.0,0.788,0.712,0.754
4530.0,0.804,0.75,0.739
4531.0,0.799,0.754,0.71
4532.0,0.793,0.742,0.71
4533.0,0.799,0.732,0.754
4534.0,0.799,0.746,0.725
4535.0,0.799,0.732,0.754
4536.0,0.799,0.746,0.725
4537.0,0.788,0.731,0.71
4538.0,0.799,0.762,0.696
4539.0,0.793,0.735,0.725
4540.0,0.804,0.743,0.754
4541.0,0.799,0.746,0.725
4542.0,0.793,0.735,0.725
4543.0,0.782,0.714,0.725
4544.0,0.799,0.739,0.739
4545.0,0.804,0.75,0.739
4546.0,0.799,0.739,0.739
4547.0,0.793,0.735,0.725
4548.0,0.782,0.734,0.681
4549.0,0.816,0.757,0.768
4550.0,0.81,0.74,0.783
4551.0,0.804,0.743,0.754
4552.0,0.788,0.738,0.696
4553.0,0.782,0.734,0.681
4554.0,0.81,0.761,0.739
4555.0,0.793,0.735,0.725
4556.0,0.816,0.757,0.768
4557.0,0.799,0.762,0.696
4558.0,0.799,0.754,0.71
4559.0,0.788,0.725,0.725
4560.0,0.793,0.735,0.725
4561.0,0.799,0.746,0.725
4562.0,0.799,0.754,0.71
4563.0,0.788,0.738,0.696
4564.0,0.799,0.746,0.725
4565.0,0.804,0.75,0.739
4566.0,0.804,0.743,0.754
4567.0,0.799,0.754,0.71
4568.0,0.793,0.75,0.696
4569.0,0.799,0.762,0.696
4570.0,0.793,0.735,0.725
4571.0,0.793,0.735,0.725
4572.0,0.788,0.731,0.71
4573.0,0.799,0.732,0.754
4574.0,0.788,0.754,0.667
4575.0,0.799,0.739,0.739
4576.0,0.799,0.732,0.754
4577.0,0.804,0.75,0.739
4578.0,0.793,0.742,0.71
4579.0,0.788,0.731,0.71
4580.0,0.81,0.761,0.739
4581.0,0.793,0.735,0.725
4582.0,0.793,0.716,0.768
4583.0,0.793,0.722,0.754
4584.0,0.804,0.743,0.754
4585.0,0.799,0.746,0.725
4586.0,0.788,0.712,0.754
4587.0,0.799,0.746,0.725
4588.0,0.804,0.75,0.739
4589.0,0.799,0.754,0.71
4590.0,0.788,0.731,0.71
4591.0,0.81,0.746,0.768
4592.0,0.782,0.727,0.696
4593.0,0.799,0.739,0.739
4594.0,0.788,0.725,0.725
4595.0,0.804,0.75,0.739
4596.0,0.804,0.743,0.754
4597.0,0.793,0.735,0.725
4598.0,0.804,0.736,0.768
4599.0,0.793,0.722,0.754
4600.0,0.793,0.735,0.725
4601.0,0.799,0.739,0.739
4602.0,0.793,0.716,0.768
4603.0,0.804,0.736,0.768
4604.0,0.799,0.739,0.739
4605.0,0.793,0.722,0.754
4606.0,0.81,0.746,0.768
4607.0,0.799,0.732,0.754
4608.0,0.788,0.725,0.725
4609.0,0.804,0.736,0.768
4610.0,0.81,0.746,0.768
4611.0,0.793,0.75,0.696
4612.0,0.782,0.714,0.725
4613.0,0.793,0.722,0.754
4614.0,0.804,0.736,0.768
4615.0,0.81,0.746,0.768
4616.0,0.81,0.761,0.739
4617.0,0.804,0.73,0.783
4618.0,0.793,0.729,0.739
4619.0,0.793,0.722,0.754
4620.0,0.793,0.735,0.725
4621.0,0.81,0.746,0.768
4622.0,0.788,0.738,0.696
4623.0,0.793,0.75,0.696
4624.0,0.799,0.746,0.725
4625.0,0.788,0.738,0.696
4626.0,0.782,0.727,0.696
4627.0,0.799,0.732,0.754
4628.0,0.793,0.722,0.754
4629.0,0.793,0.75,0.696
4630.0,0.788,0.738,0.696
4631.0,0.793,0.735,0.725
4632.0,0.793,0.742,0.71
4633.0,0.816,0.773,0.739
4634.0,0.799,0.732,0.754
4635.0,0.782,0.721,0.71
4636.0,0.799,0.746,0.725
4637.0,0.788,0.712,0.754
4638.0,0.816,0.75,0.783
4639.0,0.793,0.75,0.696
4640.0,0.804,0.774,0.696
4641.0,0.799,0.746,0.725
4642.0,0.799,0.732,0.754
4643.0,0.804,0.758,0.725
4644.0,0.804,0.743,0.754
4645.0,0.804,0.736,0.768
4646.0,0.804,0.758,0.725
4647.0,0.804,0.75,0.739
4648.0,0.804,0.743,0.754
4649.0,0.799,0.732,0.754
4650.0,0.799,0.746,0.725
4651.0,0.793,0.735,0.725
4652.0,0.793,0.742,0.71
4653.0,0.799,0.726,0.768
4654.0,0.793,0.742,0.71
4655.0,0.788,0.738,0.696
4656.0,0.804,0.743,0.754
4657.0,0.799,0.732,0.754
4658.0,0.804,0.758,0.725
4659.0,0.799,0.746,0.725
