seed,acc,prec,recall
22269.0,0.788,0.738,0.696
22270.0,0.81,0.746,0.768
22271.0,0.782,0.721,0.71
22272.0,0.793,0.722,0.754
22273.0,0.799,0.746,0.725
22274.0,0.799,0.762,0.696
22275.0,0.799,0.732,0.754
22276.0,0.793,0.742,0.71
22277.0,0.793,0.735,0.725
22278.0,0.804,0.75,0.739
22279.0,0.804,0.75,0.739
22280.0,0.788,0.731,0.71
22281.0,0.799,0.732,0.754
22282.0,0.799,0.732,0.754
22283.0,0.799,0.739,0.739
22284.0,0.793,0.735,0.725
22285.0,0.793,0.722,0.754
22286.0,0.793,0.729,0.739
22287.0,0.816,0.773,0.739
22288.0,0.804,0.743,0.754
22289.0,0.788,0.731,0.71
22290.0,0.788,0.725,0.725
22291.0,0.799,0.739,0.739
22292.0,0.804,0.758,0.725
22293.0,0.793,0.722,0.754
22294.0,0.799,0.746,0.725
22295.0,0.799,0.754,0.71
22296.0,0.782,0.714,0.725
22297.0,0.799,0.732,0.754
22298.0,0.777,0.716,0.696
22299.0,0.788,0.746,0.681
22300.0,0.788,0.725,0.725
22301.0,0.793,0.735,0.725
22302.0,0.793,0.729,0.739
22303.0,0.804,0.758,0.725
22304.0,0.799,0.754,0.71
22305.0,0.793,0.735,0.725
22306.0,0.788,0.725,0.725
22307.0,0.799,0.746,0.725
22308.0,0.799,0.754,0.71
22309.0,0.793,0.735,0.725
22310.0,0.793,0.735,0.725
22311.0,0.799,0.739,0.739
22312.0,0.799,0.726,0.768
22313.0,0.804,0.75,0.739
22314.0,0.793,0.735,0.725
22315.0,0.804,0.736,0.768
22316.0,0.793,0.716,0.768
22317.0,0.788,0.746,0.681
22318.0,0.804,0.736,0.768
22319.0,0.799,0.732,0.754
22320.0,0.788,0.718,0.739
22321.0,0.793,0.722,0.754
22322.0,0.782,0.714,0.725
22323.0,0.793,0.729,0.739
22324.0,0.788,0.725,0.725
22325.0,0.788,0.731,0.71
22326.0,0.799,0.739,0.739
22327.0,0.799,0.732,0.754
22328.0,0.788,0.738,0.696
22329.0,0.793,0.735,0.725
22330.0,0.799,0.746,0.725
22331.0,0.799,0.746,0.725
22332.0,0.804,0.75,0.739
22333.0,0.804,0.736,0.768
22334.0,0.782,0.727,0.696
22335.0,0.804,0.75,0.739
22336.0,0.804,0.75,0.739
22337.0,0.793,0.75,0.696
22338.0,0.799,0.732,0.754
22339.0,0.799,0.726,0.768
22340.0,0.804,0.75,0.739
22341.0,0.788,0.725,0.725
22342.0,0.799,0.746,0.725
22343.0,0.793,0.729,0.739
22344.0,0.793,0.742,0.71
22345.0,0.799,0.746,0.725
22346.0,0.799,0.754,0.71
22347.0,0.793,0.75,0.696
22348.0,0.804,0.75,0.739
22349.0,0.804,0.758,0.725
22350.0,0.793,0.75,0.696
22351.0,0.788,0.725,0.725
22352.0,0.799,0.746,0.725
22353.0,0.793,0.735,0.725
22354.0,0.788,0.738,0.696
22355.0,0.788,0.725,0.725
22356.0,0.793,0.735,0.725
22357.0,0.804,0.75,0.739
22358.0,0.804,0.758,0.725
22359.0,0.782,0.727,0.696
22360.0,0.799,0.732,0.754
22361.0,0.799,0.746,0.725
22362.0,0.799,0.746,0.725
22363.0,0.804,0.766,0.71
22364.0,0.799,0.754,0.71
22365.0,0.799,0.732,0.754
22366.0,0.799,0.739,0.739
22367.0,0.804,0.736,0.768
22368.0,0.793,0.735,0.725
22369.0,0.788,0.738,0.696
22370.0,0.793,0.742,0.71
22371.0,0.804,0.75,0.739
22372.0,0.799,0.732,0.754
22373.0,0.793,0.722,0.754
22374.0,0.81,0.754,0.754
22375.0,0.793,0.729,0.739
22376.0,0.799,0.732,0.754
22377.0,0.799,0.746,0.725
22378.0,0.788,0.731,0.71
22379.0,0.788,0.718,0.739
22380.0,0.793,0.729,0.739
22381.0,0.804,0.758,0.725
22382.0,0.799,0.732,0.754
22383.0,0.81,0.769,0.725
22384.0,0.793,0.735,0.725
22385.0,0.804,0.75,0.739
22386.0,0.793,0.735,0.725
22387.0,0.793,0.722,0.754
22388.0,0.804,0.736,0.768
22389.0,0.793,0.729,0.739
22390.0,0.799,0.732,0.754
22391.0,0.788,0.731,0.71
22392.0,0.804,0.75,0.739
22393.0,0.799,0.746,0.725
22394.0,0.793,0.75,0.696
22395.0,0.804,0.75,0.739
22396.0,0.788,0.738,0.696
22397.0,0.793,0.735,0.725
22398.0,0.799,0.732,0.754
22399.0,0.799,0.732,0.754
22400.0,0.799,0.746,0.725
22401.0,0.793,0.735,0.725
22402.0,0.799,0.732,0.754
22403.0,0.799,0.732,0.754
22404.0,0.782,0.742,0.667
22405.0,0.81,0.761,0.739
22406.0,0.793,0.735,0.725
22407.0,0.799,0.732,0.754
22408.0,0.799,0.746,0.725
22409.0,0.804,0.743,0.754
22410.0,0.793,0.735,0.725
22411.0,0.788,0.738,0.696
22412.0,0.793,0.722,0.754
22413.0,0.782,0.727,0.696
22414.0,0.799,0.746,0.725
22415.0,0.804,0.758,0.725
22416.0,0.793,0.742,0.71
22417.0,0.804,0.75,0.739
22418.0,0.793,0.735,0.725
22419.0,0.804,0.743,0.754
22420.0,0.799,0.754,0.71
22421.0,0.793,0.735,0.725
22422.0,0.81,0.746,0.768
22423.0,0.799,0.732,0.754
22424.0,0.788,0.738,0.696
22425.0,0.793,0.75,0.696
22426.0,0.799,0.732,0.754
22427.0,0.799,0.732,0.754
22428.0,0.804,0.758,0.725
22429.0,0.793,0.729,0.739
22430.0,0.793,0.742,0.71
22431.0,0.804,0.743,0.754
22432.0,0.799,0.746,0.725
22433.0,0.788,0.725,0.725
22434.0,0.793,0.735,0.725
22435.0,0.804,0.736,0.768
22436.0,0.782,0.727,0.696
22437.0,0.799,0.732,0.754
22438.0,0.793,0.758,0.681
22439.0,0.788,0.712,0.754
22440.0,0.804,0.743,0.754
22441.0,0.804,0.736,0.768
22442.0,0.793,0.742,0.71
22443.0,0.793,0.722,0.754
22444.0,0.782,0.714,0.725
22445.0,0.799,0.726,0.768
22446.0,0.804,0.75,0.739
22447.0,0.788,0.738,0.696
22448.0,0.799,0.732,0.754
22449.0,0.799,0.726,0.768
22450.0,0.799,0.746,0.725
22451.0,0.793,0.729,0.739
22452.0,0.799,0.732,0.754
22453.0,0.804,0.736,0.768
22454.0,0.788,0.738,0.696
22455.0,0.793,0.722,0.754
22456.0,0.804,0.743,0.754
22457.0,0.799,0.726,0.768
22458.0,0.804,0.736,0.768
22459.0,0.799,0.746,0.725
22460.0,0.804,0.766,0.71
22461.0,0.788,0.725,0.725
22462.0,0.799,0.746,0.725
22463.0,0.804,0.743,0.754
22464.0,0.799,0.754,0.71
22465.0,0.793,0.735,0.725
22466.0,0.793,0.742,0.71
22467.0,0.793,0.75,0.696
22468.0,0.81,0.761,0.739
22469.0,0.81,0.761,0.739
22470.0,0.799,0.754,0.71
22471.0,0.799,0.754,0.71
22472.0,0.799,0.746,0.725
22473.0,0.793,0.722,0.754
22474.0,0.782,0.727,0.696
22475.0,0.793,0.722,0.754
22476.0,0.793,0.742,0.71
22477.0,0.799,0.746,0.725
22478.0,0.799,0.754,0.71
22479.0,0.793,0.722,0.754
22480.0,0.788,0.712,0.754
22481.0,0.816,0.75,0.783
22482.0,0.799,0.746,0.725
22483.0,0.793,0.735,0.725
22484.0,0.793,0.742,0.71
22485.0,0.793,0.75,0.696
22486.0,0.793,0.735,0.725
22487.0,0.799,0.746,0.725
22488.0,0.804,0.736,0.768
22489.0,0.804,0.766,0.71
22490.0,0.793,0.729,0.739
22491.0,0.804,0.743,0.754
22492.0,0.793,0.735,0.725
22493.0,0.799,0.739,0.739
22494.0,0.793,0.729,0.739
22495.0,0.799,0.739,0.739
22496.0,0.804,0.736,0.768
22497.0,0.804,0.736,0.768
22498.0,0.771,0.706,0.696
22499.0,0.788,0.725,0.725
22500.0,0.799,0.732,0.754
22501.0,0.782,0.721,0.71
22502.0,0.804,0.75,0.739
22503.0,0.793,0.722,0.754
22504.0,0.799,0.754,0.71
22505.0,0.799,0.762,0.696
22506.0,0.81,0.761,0.739
22507.0,0.799,0.732,0.754
22508.0,0.788,0.725,0.725
22509.0,0.788,0.725,0.725
22510.0,0.804,0.743,0.754
22511.0,0.799,0.732,0.754
22512.0,0.804,0.743,0.754
22513.0,0.799,0.754,0.71
22514.0,0.793,0.735,0.725
22515.0,0.799,0.754,0.71
22516.0,0.782,0.727,0.696
22517.0,0.793,0.735,0.725
22518.0,0.804,0.743,0.754
22519.0,0.793,0.735,0.725
22520.0,0.799,0.726,0.768
22521.0,0.793,0.735,0.725
22522.0,0.777,0.723,0.681
22523.0,0.81,0.761,0.739
22524.0,0.793,0.735,0.725
22525.0,0.804,0.743,0.754
22526.0,0.793,0.735,0.725
22527.0,0.799,0.746,0.725
22528.0,0.799,0.754,0.71
22529.0,0.793,0.735,0.725
22530.0,0.81,0.746,0.768
22531.0,0.81,0.769,0.725
22532.0,0.793,0.735,0.725
22533.0,0.793,0.735,0.725
22534.0,0.804,0.743,0.754
22535.0,0.793,0.729,0.739
22536.0,0.799,0.739,0.739
22537.0,0.799,0.746,0.725
22538.0,0.782,0.714,0.725
22539.0,0.799,0.732,0.754
22540.0,0.793,0.735,0.725
22541.0,0.793,0.742,0.71
22542.0,0.793,0.742,0.71
22543.0,0.793,0.735,0.725
22544.0,0.804,0.75,0.739
22545.0,0.782,0.714,0.725
22546.0,0.782,0.727,0.696
22547.0,0.788,0.725,0.725
22548.0,0.799,0.739,0.739
22549.0,0.788,0.718,0.739
22550.0,0.799,0.732,0.754
22551.0,0.793,0.735,0.725
22552.0,0.782,0.714,0.725
22553.0,0.793,0.742,0.71
22554.0,0.804,0.75,0.739
22555.0,0.793,0.75,0.696
22556.0,0.793,0.735,0.725
22557.0,0.799,0.739,0.739
22558.0,0.799,0.726,0.768
22559.0,0.799,0.754,0.71
22560.0,0.799,0.732,0.754
22561.0,0.804,0.758,0.725
22562.0,0.788,0.731,0.71
22563.0,0.804,0.743,0.754
22564.0,0.81,0.761,0.739
22565.0,0.793,0.729,0.739
22566.0,0.81,0.746,0.768
22567.0,0.81,0.746,0.768
22568.0,0.799,0.726,0.768
22569.0,0.793,0.735,0.725
22570.0,0.793,0.722,0.754
22571.0,0.788,0.738,0.696
22572.0,0.793,0.735,0.725
22573.0,0.799,0.754,0.71
22574.0,0.799,0.732,0.754
22575.0,0.804,0.75,0.739
22576.0,0.81,0.761,0.739
22577.0,0.799,0.732,0.754
22578.0,0.788,0.746,0.681
22579.0,0.816,0.757,0.768
22580.0,0.799,0.732,0.754
22581.0,0.793,0.742,0.71
22582.0,0.788,0.738,0.696
22583.0,0.799,0.726,0.768
22584.0,0.793,0.735,0.725
22585.0,0.799,0.732,0.754
22586.0,0.793,0.722,0.754
22587.0,0.788,0.731,0.71
22588.0,0.804,0.736,0.768
22589.0,0.81,0.746,0.768
22590.0,0.799,0.732,0.754
22591.0,0.793,0.75,0.696
22592.0,0.804,0.736,0.768
22593.0,0.782,0.721,0.71
22594.0,0.804,0.758,0.725
22595.0,0.793,0.722,0.754
22596.0,0.799,0.739,0.739
22597.0,0.788,0.725,0.725
22598.0,0.793,0.735,0.725
22599.0,0.81,0.746,0.768
22600.0,0.799,0.726,0.768
22601.0,0.793,0.722,0.754
22602.0,0.804,0.75,0.739
22603.0,0.788,0.712,0.754
22604.0,0.799,0.732,0.754
22605.0,0.788,0.738,0.696
22606.0,0.793,0.75,0.696
22607.0,0.799,0.732,0.754
22608.0,0.793,0.735,0.725
22609.0,0.799,0.746,0.725
22610.0,0.793,0.722,0.754
22611.0,0.81,0.769,0.725
22612.0,0.81,0.754,0.754
22613.0,0.799,0.754,0.71
22614.0,0.799,0.762,0.696
22615.0,0.788,0.718,0.739
22616.0,0.793,0.735,0.725
22617.0,0.804,0.75,0.739
22618.0,0.788,0.738,0.696
22619.0,0.81,0.746,0.768
22620.0,0.799,0.739,0.739
22621.0,0.788,0.738,0.696
22622.0,0.793,0.758,0.681
22623.0,0.81,0.746,0.768
22624.0,0.804,0.736,0.768
22625.0,0.793,0.735,0.725
22626.0,0.804,0.758,0.725
22627.0,0.799,0.754,0.71
22628.0,0.804,0.743,0.754
22629.0,0.782,0.734,0.681
22630.0,0.804,0.75,0.739
22631.0,0.799,0.739,0.739
22632.0,0.793,0.735,0.725
22633.0,0.804,0.743,0.754
22634.0,0.793,0.742,0.71
22635.0,0.793,0.729,0.739
22636.0,0.793,0.735,0.725
22637.0,0.81,0.746,0.768
22638.0,0.799,0.726,0.768
22639.0,0.804,0.766,0.71
22640.0,0.804,0.743,0.754
22641.0,0.804,0.766,0.71
22642.0,0.793,0.729,0.739
22643.0,0.799,0.746,0.725
22644.0,0.799,0.732,0.754
22645.0,0.81,0.754,0.754
22646.0,0.793,0.729,0.739
22647.0,0.788,0.738,0.696
22648.0,0.804,0.736,0.768
22649.0,0.816,0.757,0.768
22650.0,0.793,0.742,0.71
22651.0,0.804,0.75,0.739
22652.0,0.804,0.743,0.754
22653.0,0.799,0.732,0.754
22654.0,0.793,0.722,0.754
22655.0,0.793,0.729,0.739
22656.0,0.804,0.736,0.768
22657.0,0.804,0.758,0.725
22658.0,0.799,0.732,0.754
22659.0,0.782,0.721,0.71
22660.0,0.793,0.742,0.71
22661.0,0.81,0.746,0.768
22662.0,0.799,0.732,0.754
22663.0,0.804,0.758,0.725
22664.0,0.804,0.75,0.739
22665.0,0.793,0.729,0.739
22666.0,0.788,0.738,0.696
22667.0,0.788,0.725,0.725
22668.0,0.81,0.761,0.739
22669.0,0.81,0.769,0.725
22670.0,0.81,0.761,0.739
22671.0,0.804,0.75,0.739
22672.0,0.793,0.742,0.71
22673.0,0.799,0.739,0.739
22674.0,0.793,0.735,0.725
22675.0,0.793,0.75,0.696
22676.0,0.782,0.742,0.667
22677.0,0.81,0.74,0.783
22678.0,0.81,0.761,0.739
22679.0,0.793,0.722,0.754
22680.0,0.793,0.742,0.71
22681.0,0.804,0.736,0.768
22682.0,0.799,0.754,0.71
22683.0,0.799,0.746,0.725
22684.0,0.793,0.722,0.754
22685.0,0.799,0.732,0.754
22686.0,0.793,0.75,0.696
22687.0,0.804,0.75,0.739
22688.0,0.793,0.735,0.725
22689.0,0.788,0.725,0.725
22690.0,0.804,0.736,0.768
22691.0,0.793,0.735,0.725
22692.0,0.804,0.75,0.739
22693.0,0.793,0.722,0.754
22694.0,0.799,0.732,0.754
22695.0,0.804,0.766,0.71
22696.0,0.799,0.732,0.754
22697.0,0.799,0.732,0.754
22698.0,0.799,0.746,0.725
22699.0,0.788,0.746,0.681
22700.0,0.793,0.735,0.725
22701.0,0.804,0.758,0.725
22702.0,0.804,0.758,0.725
22703.0,0.793,0.729,0.739
22704.0,0.804,0.743,0.754
22705.0,0.793,0.75,0.696
22706.0,0.788,0.731,0.71
22707.0,0.799,0.746,0.725
22708.0,0.788,0.746,0.681
22709.0,0.804,0.75,0.739
22710.0,0.81,0.746,0.768
22711.0,0.793,0.735,0.725
22712.0,0.799,0.746,0.725
22713.0,0.793,0.75,0.696
22714.0,0.788,0.738,0.696
22715.0,0.793,0.735,0.725
22716.0,0.804,0.758,0.725
22717.0,0.804,0.743,0.754
22718.0,0.793,0.735,0.725
22719.0,0.793,0.735,0.725
22720.0,0.804,0.736,0.768
22721.0,0.793,0.742,0.71
22722.0,0.804,0.736,0.768
22723.0,0.793,0.735,0.725
22724.0,0.793,0.735,0.725
22725.0,0.799,0.739,0.739
22726.0,0.799,0.732,0.754
22727.0,0.793,0.735,0.725
22728.0,0.793,0.722,0.754
22729.0,0.793,0.742,0.71
22730.0,0.804,0.75,0.739
22731.0,0.793,0.722,0.754
22732.0,0.793,0.75,0.696
22733.0,0.793,0.735,0.725
22734.0,0.799,0.754,0.71
22735.0,0.81,0.754,0.754
22736.0,0.793,0.75,0.696
22737.0,0.793,0.729,0.739
22738.0,0.799,0.739,0.739
22739.0,0.793,0.742,0.71
22740.0,0.782,0.714,0.725
22741.0,0.804,0.736,0.768
22742.0,0.799,0.746,0.725
22743.0,0.81,0.746,0.768
22744.0,0.793,0.742,0.71
22745.0,0.804,0.75,0.739
22746.0,0.804,0.736,0.768
22747.0,0.788,0.718,0.739
22748.0,0.81,0.761,0.739
22749.0,0.793,0.742,0.71
22750.0,0.782,0.727,0.696
22751.0,0.788,0.738,0.696
22752.0,0.799,0.732,0.754
22753.0,0.804,0.758,0.725
22754.0,0.777,0.704,0.725
22755.0,0.788,0.738,0.696
22756.0,0.804,0.75,0.739
22757.0,0.793,0.729,0.739
22758.0,0.799,0.746,0.725
22759.0,0.788,0.738,0.696
22760.0,0.788,0.738,0.696
22761.0,0.799,0.746,0.725
22762.0,0.804,0.743,0.754
22763.0,0.799,0.739,0.739
22764.0,0.799,0.732,0.754
22765.0,0.799,0.746,0.725
22766.0,0.799,0.762,0.696
22767.0,0.793,0.735,0.725
22768.0,0.788,0.738,0.696
22769.0,0.804,0.758,0.725
22770.0,0.799,0.732,0.754
22771.0,0.804,0.75,0.739
22772.0,0.788,0.731,0.71
22773.0,0.799,0.746,0.725
22774.0,0.81,0.761,0.739
22775.0,0.793,0.735,0.725
22776.0,0.804,0.743,0.754
22777.0,0.81,0.761,0.739
22778.0,0.799,0.732,0.754
22779.0,0.793,0.75,0.696
22780.0,0.793,0.75,0.696
22781.0,0.799,0.732,0.754
22782.0,0.788,0.718,0.739
22783.0,0.799,0.72,0.783
22784.0,0.799,0.739,0.739
22785.0,0.816,0.757,0.768
22786.0,0.804,0.736,0.768
22787.0,0.788,0.725,0.725
22788.0,0.804,0.743,0.754
22789.0,0.782,0.721,0.71
22790.0,0.793,0.75,0.696
22791.0,0.793,0.735,0.725
22792.0,0.793,0.735,0.725
22793.0,0.793,0.742,0.71
22794.0,0.788,0.725,0.725
22795.0,0.804,0.75,0.739
22796.0,0.799,0.746,0.725
22797.0,0.799,0.732,0.754
22798.0,0.788,0.718,0.739
22799.0,0.793,0.75,0.696
22800.0,0.777,0.704,0.725
22801.0,0.793,0.735,0.725
22802.0,0.788,0.725,0.725
22803.0,0.799,0.754,0.71
22804.0,0.788,0.725,0.725
22805.0,0.793,0.742,0.71
22806.0,0.799,0.739,0.739
22807.0,0.804,0.766,0.71
22808.0,0.793,0.767,0.667
22809.0,0.799,0.746,0.725
22810.0,0.788,0.725,0.725
22811.0,0.788,0.738,0.696
22812.0,0.804,0.758,0.725
22813.0,0.816,0.765,0.754
22814.0,0.793,0.75,0.696
22815.0,0.804,0.758,0.725
22816.0,0.793,0.722,0.754
22817.0,0.793,0.729,0.739
22818.0,0.804,0.743,0.754
22819.0,0.793,0.742,0.71
22820.0,0.804,0.758,0.725
22821.0,0.799,0.732,0.754
22822.0,0.799,0.746,0.725
22823.0,0.799,0.746,0.725
22824.0,0.799,0.746,0.725
22825.0,0.799,0.754,0.71
22826.0,0.799,0.732,0.754
22827.0,0.799,0.732,0.754
22828.0,0.793,0.742,0.71
22829.0,0.793,0.729,0.739
22830.0,0.81,0.769,0.725
22831.0,0.777,0.704,0.725
22832.0,0.793,0.722,0.754
22833.0,0.804,0.75,0.739
22834.0,0.804,0.758,0.725
22835.0,0.793,0.742,0.71
22836.0,0.793,0.729,0.739
22837.0,0.799,0.754,0.71
22838.0,0.799,0.726,0.768
22839.0,0.799,0.732,0.754
22840.0,0.799,0.746,0.725
22841.0,0.81,0.761,0.739
22842.0,0.793,0.716,0.768
22843.0,0.804,0.758,0.725
22844.0,0.799,0.739,0.739
22845.0,0.799,0.754,0.71
22846.0,0.793,0.729,0.739
22847.0,0.793,0.735,0.725
22848.0,0.81,0.769,0.725
22849.0,0.81,0.761,0.739
22850.0,0.788,0.738,0.696
22851.0,0.799,0.739,0.739
22852.0,0.793,0.722,0.754
22853.0,0.793,0.735,0.725
22854.0,0.793,0.729,0.739
22855.0,0.793,0.735,0.725
22856.0,0.788,0.725,0.725
22857.0,0.81,0.761,0.739
22858.0,0.804,0.743,0.754
22859.0,0.804,0.75,0.739
22860.0,0.799,0.739,0.739
22861.0,0.816,0.75,0.783
22862.0,0.799,0.746,0.725
22863.0,0.793,0.75,0.696
22864.0,0.799,0.726,0.768
22865.0,0.804,0.736,0.768
22866.0,0.793,0.722,0.754
22867.0,0.804,0.736,0.768
22868.0,0.777,0.73,0.667
22869.0,0.827,0.797,0.739
22870.0,0.799,0.746,0.725
22871.0,0.799,0.732,0.754
22872.0,0.793,0.722,0.754
22873.0,0.793,0.75,0.696
22874.0,0.799,0.754,0.71
22875.0,0.799,0.754,0.71
22876.0,0.799,0.732,0.754
22877.0,0.799,0.739,0.739
22878.0,0.793,0.735,0.725
22879.0,0.799,0.732,0.754
22880.0,0.793,0.735,0.725
22881.0,0.799,0.732,0.754
22882.0,0.799,0.739,0.739
22883.0,0.782,0.727,0.696
22884.0,0.804,0.736,0.768
22885.0,0.81,0.746,0.768
22886.0,0.799,0.732,0.754
22887.0,0.799,0.726,0.768
22888.0,0.799,0.732,0.754
22889.0,0.804,0.743,0.754
22890.0,0.788,0.746,0.681
22891.0,0.804,0.736,0.768
22892.0,0.804,0.758,0.725
22893.0,0.799,0.762,0.696
22894.0,0.799,0.746,0.725
22895.0,0.793,0.75,0.696
22896.0,0.816,0.773,0.739
22897.0,0.788,0.725,0.725
22898.0,0.804,0.736,0.768
22899.0,0.793,0.735,0.725
22900.0,0.804,0.75,0.739
22901.0,0.799,0.739,0.739
22902.0,0.777,0.716,0.696
22903.0,0.799,0.726,0.768
22904.0,0.799,0.746,0.725
22905.0,0.804,0.75,0.739
22906.0,0.799,0.739,0.739
22907.0,0.799,0.739,0.739
22908.0,0.804,0.743,0.754
22909.0,0.804,0.743,0.754
22910.0,0.799,0.726,0.768
22911.0,0.804,0.75,0.739
22912.0,0.799,0.746,0.725
22913.0,0.804,0.736,0.768
22914.0,0.81,0.761,0.739
22915.0,0.799,0.726,0.768
22916.0,0.799,0.732,0.754
22917.0,0.788,0.718,0.739
22918.0,0.793,0.735,0.725
22919.0,0.799,0.746,0.725
22920.0,0.782,0.714,0.725
22921.0,0.793,0.735,0.725
22922.0,0.799,0.732,0.754
22923.0,0.793,0.716,0.768
22924.0,0.799,0.726,0.768
22925.0,0.788,0.718,0.739
22926.0,0.804,0.758,0.725
22927.0,0.793,0.722,0.754
22928.0,0.81,0.761,0.739
22929.0,0.793,0.722,0.754
22930.0,0.804,0.736,0.768
22931.0,0.793,0.75,0.696
22932.0,0.804,0.758,0.725
22933.0,0.788,0.738,0.696
22934.0,0.799,0.726,0.768
22935.0,0.799,0.72,0.783
22936.0,0.793,0.735,0.725
22937.0,0.793,0.75,0.696
22938.0,0.793,0.735,0.725
22939.0,0.793,0.722,0.754
22940.0,0.799,0.732,0.754
22941.0,0.799,0.732,0.754
22942.0,0.793,0.735,0.725
22943.0,0.782,0.734,0.681
22944.0,0.793,0.722,0.754
22945.0,0.799,0.732,0.754
22946.0,0.793,0.729,0.739
22947.0,0.799,0.746,0.725
22948.0,0.804,0.743,0.754
22949.0,0.799,0.746,0.725
22950.0,0.804,0.75,0.739
22951.0,0.81,0.761,0.739
22952.0,0.793,0.735,0.725
22953.0,0.81,0.746,0.768
22954.0,0.799,0.732,0.754
22955.0,0.788,0.738,0.696
22956.0,0.782,0.721,0.71
22957.0,0.804,0.75,0.739
22958.0,0.799,0.746,0.725
22959.0,0.816,0.773,0.739
22960.0,0.81,0.746,0.768
22961.0,0.804,0.743,0.754
22962.0,0.81,0.746,0.768
22963.0,0.804,0.743,0.754
22964.0,0.793,0.75,0.696
22965.0,0.799,0.726,0.768
22966.0,0.793,0.735,0.725
22967.0,0.804,0.758,0.725
22968.0,0.799,0.746,0.725
22969.0,0.81,0.746,0.768
22970.0,0.804,0.743,0.754
22971.0,0.788,0.725,0.725
22972.0,0.81,0.746,0.768
22973.0,0.793,0.735,0.725
22974.0,0.81,0.787,0.696
22975.0,0.793,0.722,0.754
22976.0,0.804,0.736,0.768
22977.0,0.788,0.738,0.696
22978.0,0.81,0.761,0.739
22979.0,0.793,0.75,0.696
22980.0,0.793,0.735,0.725
22981.0,0.788,0.738,0.696
22982.0,0.793,0.722,0.754
22983.0,0.788,0.712,0.754
22984.0,0.804,0.736,0.768
22985.0,0.799,0.739,0.739
22986.0,0.799,0.732,0.754
22987.0,0.788,0.725,0.725
22988.0,0.799,0.739,0.739
22989.0,0.782,0.703,0.754
22990.0,0.799,0.739,0.739
22991.0,0.782,0.714,0.725
22992.0,0.799,0.739,0.739
22993.0,0.804,0.75,0.739
22994.0,0.799,0.732,0.754
22995.0,0.793,0.729,0.739
22996.0,0.782,0.727,0.696
22997.0,0.799,0.732,0.754
22998.0,0.799,0.732,0.754
22999.0,0.799,0.762,0.696
23000.0,0.799,0.739,0.739
23001.0,0.804,0.736,0.768
23002.0,0.793,0.75,0.696
23003.0,0.788,0.738,0.696
23004.0,0.788,0.725,0.725
23005.0,0.788,0.725,0.725
23006.0,0.799,0.754,0.71
23007.0,0.804,0.758,0.725
23008.0,0.799,0.739,0.739
23009.0,0.804,0.736,0.768
23010.0,0.804,0.743,0.754
23011.0,0.804,0.743,0.754
23012.0,0.804,0.758,0.725
23013.0,0.804,0.736,0.768
23014.0,0.799,0.746,0.725
23015.0,0.788,0.738,0.696
23016.0,0.799,0.726,0.768
23017.0,0.788,0.738,0.696
23018.0,0.788,0.746,0.681
23019.0,0.799,0.726,0.768
23020.0,0.799,0.732,0.754
23021.0,0.793,0.75,0.696
23022.0,0.782,0.721,0.71
23023.0,0.804,0.758,0.725
23024.0,0.793,0.722,0.754
23025.0,0.799,0.754,0.71
23026.0,0.799,0.732,0.754
23027.0,0.799,0.732,0.754
23028.0,0.799,0.739,0.739
23029.0,0.799,0.732,0.754
23030.0,0.782,0.734,0.681
23031.0,0.816,0.757,0.768
23032.0,0.804,0.743,0.754
23033.0,0.788,0.738,0.696
23034.0,0.788,0.712,0.754
23035.0,0.793,0.75,0.696
23036.0,0.799,0.739,0.739
23037.0,0.804,0.758,0.725
23038.0,0.81,0.761,0.739
23039.0,0.804,0.743,0.754
23040.0,0.793,0.722,0.754
23041.0,0.804,0.736,0.768
23042.0,0.788,0.725,0.725
23043.0,0.81,0.746,0.768
23044.0,0.788,0.738,0.696
23045.0,0.81,0.761,0.739
23046.0,0.793,0.75,0.696
23047.0,0.799,0.739,0.739
23048.0,0.81,0.746,0.768
23049.0,0.788,0.725,0.725
23050.0,0.81,0.754,0.754
23051.0,0.799,0.732,0.754
23052.0,0.799,0.746,0.725
23053.0,0.81,0.761,0.739
23054.0,0.793,0.722,0.754
23055.0,0.799,0.739,0.739
23056.0,0.788,0.738,0.696
23057.0,0.799,0.732,0.754
23058.0,0.799,0.732,0.754
23059.0,0.799,0.739,0.739
23060.0,0.788,0.725,0.725
23061.0,0.81,0.761,0.739
23062.0,0.788,0.738,0.696
23063.0,0.799,0.746,0.725
23064.0,0.799,0.762,0.696
23065.0,0.793,0.735,0.725
23066.0,0.782,0.734,0.681
23067.0,0.799,0.746,0.725
23068.0,0.804,0.75,0.739
23069.0,0.799,0.754,0.71
23070.0,0.788,0.731,0.71
23071.0,0.804,0.736,0.768
23072.0,0.788,0.738,0.696
23073.0,0.782,0.721,0.71
23074.0,0.793,0.735,0.725
23075.0,0.799,0.732,0.754
23076.0,0.81,0.746,0.768
23077.0,0.793,0.716,0.768
23078.0,0.804,0.75,0.739
23079.0,0.81,0.761,0.739
23080.0,0.782,0.714,0.725
23081.0,0.799,0.746,0.725
23082.0,0.793,0.722,0.754
23083.0,0.793,0.722,0.754
23084.0,0.804,0.736,0.768
23085.0,0.799,0.726,0.768
23086.0,0.804,0.758,0.725
23087.0,0.804,0.75,0.739
23088.0,0.804,0.743,0.754
23089.0,0.799,0.732,0.754
23090.0,0.804,0.774,0.696
